6136 345497143
2012 104517810
270 477853501
6270 331803642
1676 1346572151
-7258 1742071980
-4106 222900481
-328 1729654919
-6502 392584923
-7308 327167108
5572 1814008275
4990 355016185
-1978 1624709351
2984 140280423
-1572 864814650
6546 618258283
7582 1182452281
-7818 213440280
-4440 104059579
-160 1369402972
7456 1762268292
6604 95078029
-6458 191359491
1892 1150293873
-7176 695281646
1958 981039200
4542 1993371475
6766 861913283
2352 128185228
-4590 1766920391
7754 26941331
6048 55828021
-4780 960471116
598 722215744
-2614 814512220
-2572 367678775
-6276 908126369
1604 266981986
3716 140006101
-286 1683430272
7490 747253189
-4356 1197094018
2028 1853041206
6598 2063738191
-3136 913717357
5864 826742662
-2626 1920869957
-2636 2568650
-5154 1151838982
-7216 1798388118
6402 668919459
6486 248164416
3652 481340046
-3198 529048038
-3710 1932422259
-2680 1456633892
7598 581980483
520 1125332814
-3922 417767912
-1288 121280824
2536 577278641
6970 124660308
-6102 1830594168
1912 1084522373
3000 852013350
-2318 653817054
1614 754010085
2938 950494987
4258 1417127871
6046 1856696276
-3040 1544537684
5036 1734258280
4330 1672090779
-1110 266572557
-2622 1753694802
2758 1273860310
-4414 1335876865
-6768 534154743
-1234 1525749574
2230 1853936885
6548 206620309
4578 1751212082
4786 1262251759
6838 48496875
7960 2033766443
-5702 1733962462
954 923556020
-5816 1409854995
-1702 2032844538
-900 390538192
7380 2064280931
5000 1822545485
-3708 915435470
-6844 124177883
2788 1827893694
-2468 523980669
-3996 190901408
2202 847660748
-5668 681932522
3242 1985049147
6630 653867124
7918 1999035794
6284 744781405
6278 2025586293
4586 790351043
-6330 121714337
648 1933039336
-360 1959822471
6312 5992751
-7296 994692551
4888 1914631471
-5564 1720916799
1756 1646382321
3794 1411202397
6386 1317251519
7788 749046509
5282 672812207
5306 1401058137
-4780 1862005794
-6440 2047735904
-5626 1547801616
5182 1212021512
2604 1966226412
-7334 2034348460
-1676 960877039
2722 1658621959
-6280 252746933
6216 686074091
-5496 1653149006
972 2079960446
1750 1198560734
-1390 646551870
1878 1282121960
-3990 1141482902
208 1179287138
6312 1501517292
2208 1063701749
6308 1912962407
1022 1590415488
-1566 707180026
-6246 533900932
4670 1131833739
7726 1450373444
-344 538293468
5600 1767700668
-3472 1778955677
-4496 1152293570
7794 542667044
-240 178150255
3888 1283575985
2782 578401453
-4746 1937042496
6400 1203664782
-5494 377064065
1242 1354864824
178 1050405499
3508 1302562426
-824 527929970
440 1852663418
6872 1561491022
-7128 1536993701
-1902 144174541
-758 1470986947
-4834 828735503
-5600 223507880
6972 859090944
2662 602437467
-4420 296528885
4494 203687396
-6104 305215221
-7564 1757837038
1438 1299834325
-372 1390376308
586 1518368036
152 746504082
6816 420952865
4266 2125338458
6808 677817756
-4490 1251968988
-5486 950495308
1732 1471381096
-3500 129902551
-2878 310752393
6868 1732437162
7574 1100024383
762 2072992007
-4458 1245789453
5364 1623293587
-3776 905623329
-4054 1584238189
6818 1926553382
6106 1788141544
-7620 422834810
-700 1205766298
-406 1825028908
-4088 1002797016
4708 1818364207
-870 1075261269
1196 1559131000
5562 496072738
7466 550383515
2190 1222049506
1934 1646923779
-1114 137371432
6916 1692037417
-4762 2057190868
-1702 1579317025
-6476 1228031692
7668 2016324413
-3320 1529471984
3342 295092297
-5300 695312379
-6996 1517484917
3292 2095089453
534 283304780
5082 1440804002
-7414 865259638
-4284 482377613
-466 1213229302
2086 769763226
6138 193875016
4888 81406571
-7922 229835560
4522 1627860226
646 1595752602
-6880 1792545996
1794 1394633912
5450 1856817752
-1642 2110948372
7110 1693767447
-4996 100618449
7598 1080457796
4170 1502457658
-1184 1330577853
-1380 35100804
2154 1325986380
7636 632327875
-6102 2002167859
-1134 569347563
-7130 960839757
-6970 344909349
4206 1908461413
6518 946276829
-970 356694791
3102 1274735423
4472 1156511054
-4258 890066389
2402 193748309
-7206 1652320610
4322 813243709
2824 1477183591
4174 1916397232
6928 1399139390
-5118 824191250
5902 1106142229
6012 1986103468
-848 243449462
-5538 1043111188
4580 1217393100
3954 2099467842
1746 1302784567
6494 1719998745
6612 1197980449
-1894 290407704
-5182 1290589567
-1178 242755174
-4984 1095397852
1512 582317326
3184 1782750198
1148 168056896
-6444 1044055933
1428 44976707
-5212 1753757947
7788 329748037
-1206 340410224
458 1168312271
-2422 1390227477
-1266 1688562096
552 507090773
-4402 1143541686
-7324 935137563
-6282 270486199
6826 1397965616
-954 230105358
-7670 111828451
-3494 1774640944
764 404838968
-4702 295906129
-5470 760221896
4328 834780663
-7762 907386395
1866 596343261
-3556 596436653
3416 590854500
6848 2116391508
368 753724115
2842 973209396
-3376 787097188
-1274 1877013837
-2912 1256923529
-3428 1415364798
-6354 997243021
-470 556214825
2298 1831317031
1440 1918803314
4090 269585192
-3882 374223331
-7098 828836283
-36 1003350160
-2438 2074187407
-3964 1006603318
-256 1876303441
1426 1704638185
1958 56020429
-7256 1533119524
7912 1275527011
-6654 49541132
4766 473720791
-90 1418435533
-3656 1922192676
-1606 676168218
4436 1868461258
7094 910222671
3782 2021051530
1658 1969504673
-1426 738347201
-7318 480699512
5984 660953407
4096 983083972
3668 1472022421
7692 2029917791
-4434 1169720520
-2158 725352167
-5382 537731230
-604 1800995483
-7488 1186059248
-7898 356734476
1712 1380071600
2290 1456850748
6960 1033046327
7542 1053911121
-4948 2107496114
-2738 91076871
3742 1572464680
-6318 1337939707
-1096 1442880689
3696 1497069236
3118 1152349123
-4494 2108558870
-7298 71241804
5406 2002520608
2100 2091750755
-1132 16854260
-2590 1478728580
